5154620021128671|09|2027|307
5154620021148505|09|2027|681
5154620021110158|09|2027|479
5154620021126204|09|2027|252
5154620021136633|09|2027|217
5154620021147010|09|2027|667
5154620021128184|09|2027|968
5154620021120751|09|2027|483
5154620021125073|09|2027|492
5154620021148810|09|2027|250
5154620021187032|09|2027|834
5154620021151376|09|2027|989
5154620021121312|09|2027|036
5154620021118011|09|2027|075
5154620021182686|09|2027|850
5154620021111750|09|2027|895
5154620021161003|09|2027|242
5154620021141260|09|2027|318
5154620021154552|09|2027|933
5154620021105208|09|2027|744
5154620021126626|09|2027|265
5154620021180334|09|2027|043
5154620021144561|09|2027|996
5154620021180060|09|2027|736
5154620021131345|09|2027|598
5154620021166325|09|2027|376
5154620021185556|09|2027|253
5154620021112501|09|2027|145
5154620021118060|09|2027|930
5154620021122286|09|2027|760
5154620021100878|09|2027|101
5154620021155211|09|2027|363
5154620021155245|09|2027|362
5154620021134117|09|2027|420
5154620021136716|09|2027|730
5154620021172414|09|2027|238
5154620021172166|09|2027|429
5154620021154487|09|2027|678
5154620021130222|09|2027|533
5154620021134505|09|2027|391
5154620021187685|09|2027|335
5154620021175003|09|2027|913
5154620021116361|09|2027|872
5154620021160013|09|2027|742
5154620021143274|09|2027|824
5154620021122732|09|2027|509
5154620021122468|09|2027|007
5154620021106867|09|2027|671
5154620021174881|09|2027|925
5154620021148018|09|2027|631
5154620021164577|09|2027|668
5154620021138803|09|2027|424
5154620021118425|09|2027|077
5154620021125230|09|2027|700
5154620021163801|09|2027|467
5154620021111743|09|2027|738
5154620021184633|09|2027|352
5154620021110562|09|2027|764
5154620021164767|09|2027|260
5154620021152127|09|2027|944
5154620021125438|09|2027|816
5154620021165236|09|2027|163
5154620021156425|09|2027|754
5154620021174253|09|2027|155
5154620021177330|09|2027|038
5154620021180607|09|2027|342
5154620021170764|09|2027|498
5154620021113525|09|2027|807
5154620021143076|09|2027|296
5154620021153117|09|2027|055
5154620021107642|09|2027|483
5154620021103476|09|2027|253
5154620021178627|09|2027|168
5154620021188006|09|2027|022
5154620021188733|09|2027|742
5154620021150642|09|2027|050
5154620021170582|09|2027|177
5154620021146202|09|2027|586
5154620021165210|09|2027|403
5154620021177512|09|2027|858
5154620021110034|09|2027|034
5154620021124555|09|2027|255
5154620021162670|09|2027|067
5154620021135387|09|2027|250
5154620021162175|09|2027|621
5154620021116023|09|2027|247
5154620021151525|09|2027|056
5154620021138647|09|2027|373
5154620021153703|09|2027|033
5154620021145154|09|2027|306
5154620021181050|09|2027|997
5154620021131352|09|2027|773
5154620021148414|09|2027|518
5154620021178064|09|2027|387
5154620021157050|09|2027|667
5154620021136062|09|2027|541
5154620021131154|09|2027|069
5154620021172604|09|2027|388
5154620021148455|09|2027|639
5154620021105406|09|2027|936
5154620021122120|09|2027|396
5154620021115215|09|2027|342
5154620021171333|09|2027|199
5154620021108558|09|2027|109
5154620021187073|09|2027|706
5154620021128465|09|2027|730
5154620021122427|09|2027|518
5154620021121205|09|2027|844
5154620021187222|09|2027|227
5154620021133820|09|2027|466
5154620021130578|09|2027|367
5154620021123268|09|2027|437
5154620021128358|09|2027|429
5154620021146814|09|2027|832
5154620021121726|09|2027|287
5154620021153380|09|2027|707
5154620021141716|09|2027|385
5154620021147218|09|2027|709
5154620021185325|09|2027|352
5154620021147515|09|2027|991
5154620021173230|09|2027|608
5154620021143613|09|2027|883
5154620021147481|09|2027|275
5154620021164262|09|2027|236
5154620021172380|09|2027|010
5154620021170376|09|2027|029
5154620021160542|09|2027|983
5154620021111610|09|2027|745
5154620021117211|09|2027|891
5154620021167547|09|2027|969
5154620021124175|09|2027|924
5154620021180151|09|2027|282
5154620021120801|09|2027|356
5154620021115686|09|2027|315
5154620021113558|09|2027|073
5154620021138456|09|2027|651
5154620021148331|09|2027|090
5154620021120223|09|2027|056
5154620021121361|09|2027|339
5154620021122187|09|2027|676
5154620021167265|09|2027|165
5154620021188030|09|2027|801
5154620021147242|09|2027|209
5154620021172851|09|2027|563
5154620021151277|09|2027|443
5154620021128622|09|2027|699
5154620021102726|09|2027|310
5154620021111685|09|2027|799
5154620021152135|09|2027|974
5154620021154263|09|2027|762
5154620021103468|09|2027|157
5154620021110505|09|2027|842
5154620021103427|09|2027|541
5154620021168560|09|2027|943
5154620021115454|09|2027|055
5154620021172257|09|2027|800
5154620021147010|09|2027|567
5154620021122872|09|2027|720
5154620021134661|09|2027|408
5154620021131550|09|2027|137
5154620021158546|09|2027|116
5154620021168537|09|2027|746
5154620021160138|09|2027|772
5154620021103708|09|2027|976
5154620021173438|09|2027|275
5154620021156326|09|2027|460
5154620021183742|09|2027|857
5154620021101538|09|2027|107
5154620021133325|09|2027|517
5154620021133705|09|2027|257
5154620021177306|09|2027|640
5154620021112832|09|2027|362
5154620021164700|09|2027|499
5154620021116601|09|2027|384
5154620021153018|09|2027|414
5154620021153430|09|2027|742
5154620021132756|09|2027|858
5154620021130537|09|2027|943
5154620021143167|09|2027|768
5154620021185523|09|2027|530
5154620021163652|09|2027|137
5154620021138050|09|2027|539
5154620021178411|09|2027|275
5154620021104367|09|2027|718
5154620021102650|09|2027|975
5154620021162373|09|2027|820
5154620021175631|09|2027|323
5154620021145451|09|2027|145
5154620021122146|09|2027|469
5154620021164080|09|2027|593
5154620021103146|09|2027|175
5154620021151665|09|2027|703
5154620021157530|09|2027|639
5154620021163322|09|2027|094
5154620021166028|09|2027|677
5154620021163280|09|2027|553
5154620021173586|09|2027|117
5154620021148232|09|2027|747
5154620021144066|09|2027|488
5154620021184740|09|2027|028
5154620021183833|09|2027|425
5154620021181571|09|2027|036
5154620021155518|09|2027|008
5154620021186836|09|2027|172
5154620021143381|09|2027|253
5154620021114127|09|2027|958
5154620021106206|09|2027|685
5154620021106354|09|2027|341
5154620021140544|09|2027|988
5154620021110513|09|2027|961
5154620021137706|09|2027|990
5154620021134414|09|2027|445
5154620021135874|09|2027|026
5154620021118243|09|2027|048
5154620021127517|09|2027|442
5154620021125586|09|2027|756
5154620021187768|09|2027|310
5154620021115587|09|2027|467
5154620021166846|09|2027|723
5154620021183270|09|2027|415
5154620021117088|09|2027|405
5154620021105703|09|2027|130
5154620021163173|09|2027|868
5154620021146020|09|2027|603
5154620021132350|09|2027|253
5154620021132053|09|2027|938
5154620021181332|09|2027|538
5154620021172117|09|2027|740
5154620021181746|09|2027|226
5154620021117468|09|2027|923
5154620021165004|09|2027|244
5154620021187115|09|2027|656
5154620021104730|09|2027|828
5154620021132731|09|2027|443
5154620021127574|09|2027|281
5154620021117476|09|2027|963
5154620021151012|09|2027|694
5154620021173883|09|2027|472
5154620021128242|09|2027|267
5154620021114341|09|2027|864
5154620021170624|09|2027|235
5154620021185135|09|2027|663
5154620021127152|09|2027|691
5154620021152325|09|2027|058
5154620021185002|09|2027|994
5154620021172711|09|2027|478
5154620021102577|09|2027|742
5154620021155310|09|2027|136
5154620021186471|09|2027|915
5154620021170723|09|2027|679
5154620021188618|09|2027|673
5154620021143308|09|2027|648
5154620021142672|09|2027|390
5154620021164627|09|2027|656
5154620021188576|09|2027|342
5154620021151335|09|2027|757
5154620021130172|09|2027|146
5154620021123003|09|2027|392
5154620021177611|09|2027|142
5154620021156763|09|2027|953
5154620021136336|09|2027|819
5154620021134166|09|2027|908
5154620021150071|09|2027|935
5154620021153687|09|2027|309
5154620021111354|09|2027|185
5154620021188881|09|2027|907
5154620021164080|09|2027|984
5154620021121684|09|2027|159
5154620021115165|09|2027|413
5154620021102148|09|2027|735
5154620021104862|09|2027|839
5154620021124522|09|2027|360
5154620021158553|09|2027|576
5154620021162571|09|2027|453
5154620021118276|09|2027|686
5154620021146426|09|2027|325
5154620021142581|09|2027|692
5154620021178478|09|2027|996
5154620021155401|09|2027|728
5154620021158348|09|2027|310
5154620021122864|09|2027|635
5154620021110687|09|2027|359
5154620021178072|09|2027|990
5154620021143308|09|2027|852
5154620021153604|09|2027|271
5154620021165863|09|2027|397
5154620021153018|09|2027|258
5154620021105463|09|2027|567
5154620021108772|09|2027|021
5154620021138175|09|2027|152
5154620021182256|09|2027|533
5154620021143175|09|2027|833
5154620021105570|09|2027|596
5154620021182728|09|2027|650
5154620021171432|09|2027|676
5154620021152200|09|2027|144
5154620021107550|09|2027|013
5154620021126022|09|2027|328
5154620021126824|09|2027|992
5154620021181357|09|2027|154
5154620021110273|09|2027|716
5154620021110562|09|2027|359
5154620021131816|09|2027|335
5154620021165525|09|2027|605
5154620021171838|09|2027|235
5154620021105125|09|2027|575
5154620021154867|09|2027|421
5154620021117815|09|2027|922
5154620021122823|09|2027|998
5154620021100704|09|2027|661
5154620021172521|09|2027|380
5154620021182777|09|2027|449
5154620021138274|09|2027|030
5154620021142318|09|2027|856
5154620021120272|09|2027|145
5154620021167810|09|2027|959
5154620021111784|09|2027|869
5154620021163736|09|2027|940
5154620021174840|09|2027|815
5154620021122732|09|2027|773
5154620021186331|09|2027|377
5154620021156268|09|2027|304
5154620021123375|09|2027|057
5154620021164411|09|2027|630
5154620021173768|09|2027|327
5154620021120546|09|2027|614
5154620021125065|09|2027|107
5154620021160252|09|2027|349
5154620021180540|09|2027|957
5154620021117617|09|2027|715
5154620021168875|09|2027|960
5154620021178064|09|2027|931
5154620021183411|09|2027|791
5154620021181548|09|2027|183
5154620021126485|09|2027|668
